일자,시간,장소,대상,계,내역,집행방법,
2017-09-25,제17회 시도공무원 친선체육대회 참가 본부직원 격려 오찬 간담,옥가마추어탕,6,46000,카드,,
2017-09-25,민생현장 방문 인천교통공사 운연차량기지 직원 격려 오찬,훈장골,36,360000,카드,,
2017-09-25,"상근 소속직원 경조사비 지출(장순옥,이승원)",,2,100000,현금,,
2017-09-26,본청소속 상근 현업격무직원 격려 추석선물 지급,섬이좋아자월도협동조합외1,62,2065000,카드,,
2017-09-26,"상근 소속직원 경조사비 지출(권의천, 이민수)",,2,100000,현금,,
2017-09-27,추석연휴 비상대책반 운영 비상근무자 물품 구입,인천공무원노조,,483790,카드,,
2017-09-27,시청사 내방객 및 주요행사 참석 국내외 귀빈 증정 기념품 구입,경방신약㈜,,3025000,카드,,
2017-09-29,시청사 방문 귀빈 및 주요행사 참석 국내외 인사 재공 기념품,㈜진흥통상비엔에이치,,1600000,카드,,
2017-09-29,추석연휴 본청 상황근무자 격려 간식 구입,피자의땅,180,747000,카드,,
2017-09-29,상근 소속직원 경조사비 지출(이석현),,1,50000,현금,,
2017-09-29,추석맞이 민생현장 방문 중부소방서 현업직원 격려 오찬 간담,삼강설렁탕,24,367000,카드,,
2017-09-29,추석맞이 민생현장 방문 중부경찰서 하인천지구대 방문 격려 간식 구입,인천예술회관 파리바게뜨,30,61800,카드,,
2017-09-29,연펑도 안보현장 점검관련 현업근무자 및 국군장병 격려금,,,5500000,현금,,
2017-09-30,추석연휴 본청 상황근무자(9.30) 격려 오찬 간담,본도시락,33,492900,카드,,
2017-09-30,시장실 내방객 및 주요행사 참석 국내외 귀빈 증정 기념품 구입,㈜진흥통상비엔에이치,,493000,카드,,
,,,,,,,
2017-08-03,제72주년 광복절 기념행사 사전준비에 따른 관계직원 업무협의 및 오찬 간담,산들참묵,7,84000,카드,,
2017-08-04,여름철 119시민수상구조대 일일체험 등 현장방문 직원 격려,119구조대,1,300000,현금,,
2017-08-05,주말 인천시 행사관련 수행직원 격려 만찬 간담,시정순대집,3,39000,카드,,
2017-08-07,8월 소통공감감동 조직문화 조성 업무연찬 등 직원격려 오찬 간담,장수농장영양탕,9,123000,카드,,
2017-08-07,상근 소속직원 경조사비 지출(양윤모),,1,50000,현금,,
2017-08-09,"상근 소속직원 경조사비 지출(배준환, 권재홍, 배재철)",,3,200000,현금,,
2017-08-10,시장비서실 내방객 제공 다과 및 음료 구입,신세계인천점,,120000,카드,,
2017-08-10,"상근 소속직원 경조사비 지출(이종호, 공보영)",,2,150000,현금,,
2017-08-11,시민대화합한마당 행사협의 관계부서 및 군구팀장 오찬 간담,명동보리밥,20,160000,카드,,
2017-08-11,7월중 지역인사 경조사 근조기 설치비 지출,우성꽃농원,16,390000,카드,,
2017-08-14,시정 현안업무 추진 수행원 격려 만찬 간담,원주추어탕,3,36000,카드,,
2017-08-15,광복절 기념식 행사추진 관계공무원 격려 오찬 간담,유본,9,150000,카드,,
2017-08-15,광복절 기념식 행사관련 시립합창단 등 관계직원 격려 오찬 간담,송추가마골,75,1148000,카드,,
2017-08-16,관내 주요 유관기관장 이임 감사패 제작 전달,노비아스,2,320000,카드,,
2017-08-17,직원 희망데이트 간담회,치킨매니아,15,285000,카드,,
2017-08-21,"상근 소속직원 경조사비 지출(최장현,김현,강미조,이미정,권윤선,안중석,조현오)",,7,400000,현금,,
2017-08-21,2017년도 을지연습 훈련 참가요원 격려 다과,서울떡집,284,390000,카드,,
2017-08-22,"소통공감 프로그램(족구대회, 공감조회) 추진 직원 격려 오찬 간담",마노디셰프,15,202800,카드,,
2017-08-23,인천환경공단 임원진 격려 및 주요 현안 논의 오찬 간담,이도참치,13,195000,카드,,
2017-08-23,2017년도 을지연습 훈련 참가요원 격려 다과,뚜레쥬르인천시청,281,300000,카드,,
2017-08-23,2017년도 을지연습 훈련 참가요원 격려 다과,서울떡집,281,480000,카드,,
2017-08-23,2017년도 을지연습 훈련 참가요원 격려 다과,대원상회,281,990000,카드,,
2017-08-23,2017년도 을지연습 훈련 참가요원 격려 다과,천하식품,281,468000,카드,,
2017-08-23,상근 소속직원 경조사비 지출(김영주),,1,50000,현금,,
2017-08-24,2017년도 을지연습 훈련 참가요원 격려 다과,인천공무원노조,281,170000,카드,,
2017-08-24,시정 주요시책 추진관련 수행원 격려 만찬 간담,포리엔,3,29800,카드,,
2017-08-27,송도세계문화관광축제 개막식 행사의전 직원 격려 만찬 간담,미도참치,4,66000,카드,,
2017-08-28,직원 후생복지 증진 및 공무직 노조 단체교섭 업무추진 관계직원 격려 만찬 간담,사도시,15,376000,카드,,
2017-08-28,인천 세계수의사대회 관계직원 및 수행원 격려 만찬 간담,칭칭차이나,6,59000,카드,,
2017-08-28,소통하는 회계감사 공감워크숍 다과 구입,홈플러스스토어즈,86,252870,카드,,
2017-08-29,소통하는 회계감가 공감워크숍 오찬 간담,채선당플러스,87,1113600,카드,,
2017-08-30,"상근 소속직원 경조사비 지출(유호상,나종혁,정재혁)",,3,200000,현금,,
2017-08-30,강화지역 국부대 장병 및 강화수도사업소 격무직원 격려,,2,800000,현금,,
2017-08-30,시장(부시장)실 방문 주요 내방객에 대한 기념품 구입,민속문화예술원,,2000000,카드,,
2017-08-31,제31회 인천광역시장기 공무원 탁구대회 참가가 격려 다과 구입,뚜레쥬르인천시청,200,340000,카드,,
,,,,,,,
2017-07-04,시청사 방호 및 민원안내 관계직원 격려 만찬,이가네찹쌀순대,10,250000,카드,,
2017-07-04,시장비서실 내방객 다과제공 음료 구입,소미노,,150350,카드,,
2017-07-04,시민소통분과 행사 직원 격려 만찬 간담,청초수물회,4,44000,카드,,
2017-07-05,양성평등주간 기념행사 직원 격려 만찬,송도갈매기,18,327000,카드,,
2017-07-06,인화회 운영활성화 및 후생복지 증진 관계직원 격려 오찬,강릉회센타,4,70000,카드,,
2017-07-07,상근 소속직원 격조사비 지출(김연경),,1,50000,현금,,
2017-07-07,행사지원 관계 공무원 지원,황제삼계탕,3,39000,카드,,
2017-07-07,호우예비특보에 따른 비상근무 직원 격려 간식 제공,피자마루,12,70500,카드,,
2017-07-10,남구 현안부서 공무원 대표와의 격려 오찬 간담,숭의가든,33,396000,카드,,
2017-07-11,국무총리 방인 행사관련 관계부서 직원 오찬,아라타워,28,305200,카드,,
2017-07-11,국무총리 방인 행사관련 관계부서 직원 격려 음료 등 제공,신도씨엔에프㈜,47,404000,카드,,
2017-07-11,고충민원처리 관련 감사관실 공무원 격려 간담,순희야채치킨,5,85000,카드,,
2017-07-11,매립지환경개선단 관계자 오찬 간담,사곶냉면,5,32500,카드,,
2017-07-11,시민행복더하기대화 행사지원 관계 공무원 격려,남원추어탕,6,46000,카드,,
2017-07-12,상근 소속직원 격조사비 지출(이창열),,1,50000,현금,,
2017-07-12,의회사무처 및 소방본부 직원 격려 간담,가문의족보,4,59000,카드,,
2017-07-13,2017년 하계 전국교육장협의회 정기총회 내방 기념품 제공,장봉영어조합법인,176,2816000,카드,,
2017-07-13,제1회 인천 섬 포럼 및 워크숍 행사관련 의전직원 격려 오찬 간담,성안정,4,54000,카드,,
2017-07-14,제25회 조선일보 환경대상 수상 직원 격려,피자에땅,144,376600,카드,,
2017-07-14,청원경찰 시청사 경비 노고격려 및 청사보안 현안논의  만찬 간담,정가네손두부집,19,400000,카드,,
2017-07-14,6월중 지역인사 경조사 근조기 설치비 지출,우성꽃농원,8,200000,카드,,
2017-07-17,"상근 소속직원 경조사비 지출(김유미,박인준)",,2,100000,현금,,
2017-07-17,확인평가업무 관계공무원과의 오찬 간담,사곶냉면,6,52000,카드,,
2017-07-18,굿모닝 남동아카데미 참가 시 간부와의 조찬 간담,푸드올,10,50000,카드,,
2017-07-18,신청사 신축과 청사관리 관련 직원격려 및 현안업무 논의 만찬 간담,사랑방보쌈해물칼국수,15,306000,카드,,
2017-07-18,비상대책 업무 관계 공무원과의 간담,백세곰탕,2,18000,카드,,
2017-07-19,총무과 전입직원 격려 및 업무연찬 오찬 간담,황해도손칼국수,6,36000,카드,,
2017-07-19,세종연구소 제23기 국가전략연수단 IFEZ 방문 기념품 제공,㈜진흥통상비엔에이치,86,903000,카드,,
2017-07-19,상근 소속직원 경조사비 지출(신일섭),,1,50000,현금,,
2017-07-20,"시,군구 인사교류 활성화 관련 관계공무원 격려 및 오찬 간담",연참치,8,95000,카드,,
2017-07-20,일자리 찾기 민생현장 방문결과 TV희망토크 콘서트 관계직원 격려 등 간담,연중반점,19,490000,카드,,
2017-07-21,상반기 열린 소통공감 성과진단 및 직원 격려 만찬 간담,옹진,15,317000,카드,,
2017-07-24,상근 소속직원 경조사비 지출(최영선),,1,50000,현금,,
2017-07-25,군구 소통협력관 오찬 간담,황제삼계탕,13,169000,카드,,
2017-07-26,집중호우에 따른 재난대책 상황근무자 및 관련부서 직원 격려,대인농산209번상회외1,76,356400,카드,,
2017-07-26,상근 소속직원 경조사비 지출(이원배),,1,50000,현금,,
2017-07-27,집중호우에 따른 시청사와 부속시설 방재 상황근무 및 시설복구 관계직원 격려 만찬 간담,사곶냉면,24,425000,카드,,
2017-07-31,시장실 내방객 제공 등 다과 및 음료 구입,인천공무원노조(매점),,998500,카드,,
,,,,,,,
2017-06-01,실`국 대항 탁구대회 현장 방문 행사 관계직원 격려다과 구입,,73,356000,카드,,
2017-06-02,현업직원(운전원) 체육행사 방문 격려금 지급,,35,300000,현금,,
2017-06-02,2017 대한민국 에너지 효율 친환경부문 종합대상 수상 관계직원 격려 다과 구입,피자에땅,159,407600,카드,,
2017-06-02,통리장 한마음대회 지원 관계직원 격려 간담,사곶냉면,19,208000,카드,,
2017-06-07,소통`공감의 장 마련을 위한 스페셜데이(경찰청 직원 부부 여성공무원) 오찬 간담,마노디셰프,20,537700,카드,,
2017-06-07,"상근 소속직원 경조사비 지출(이의연, 박종배, 한창현, 송재용)",,4,250000,현금,,
2017-06-08,인천광역시통합공무원노동조합 임원과의 간담,청기와집,11,180000,카드,,
2017-06-08,내방객 제공 다과(음료) 구입,신세계백화점,,82000,카드,,
2017-06-08,"상근 소속직원 경조사비 지출(마선일, 심연희, 사영도)",,3,150000,현금,,
2017-06-09,자매결연 부대(인천함) 방문 장병 격려금,인천함,1,1000000,현금,,
2017-06-09,동구 직원 월례조회 종료 후 동구 현안부서 공무원 대표 오찬 간담,월수금통돼지,40,336000,카드,,
2017-06-13,내방젝 제공 다과(음료 등) 구입,인천시공무원노동조합,,998800,카드,,
2017-06-13,2017년 공무원노조 단체협약 체결식 행사관계자 오찬 간담,장미홍,35,350000,카드,,
2017-06-14,옹진군(영흥) 방문 현업직원 격려금,수산자원연구소외1,2,600000,현금,,
2017-06-14,인천형 교육주권 추진계획 발표 행사 관계직원 격려,샹차이,4,33000,카드,,
2017-06-15,행정자치발전연구회 인천방문 홍보 기념품 구입,㈜진흥통상비엔에이치,26,273000,카드,,
2017-06-15,공무직 노동조합 임원과의 오찬 간담,하얀집,10,119000,카드,,
2017-06-17,주말행사 수행 관계직원 격려 오찬,토속음식초원,3,34000,카드,,
2017-06-21,상근 소속직원 경조사비 지출(윤선영),,1,50000,현금,,
2017-06-21,2017년 추가경정예산편성 등 관계직원 격려 만찬,고기창고,15,450000,카드,,
2017-06-22,5월 중 지역인사 경조사 근조기 설치비 지출,우성꽃화원,16,440000,카드,,
2017-06-22,인천가치재창조 사업 추진 등 관계직원 격려 만찬,청운한정식,8,222000,카드,,
2017-06-23,조직문화 제도개선 추진 관계직원 만찬 간담,대복,7,140000,카드,,
2017-06-23,소통공감 노사 족구 한마당 행사 관계자 만찬,청해김밥외7,72,957000,카드,,
2017-06-23,시정현안 논의를 위한 간부공무원 오찬 간담,한나루,16,245000,카드,,
2017-06-26,6.25 행사추진 등 노고에 대한 관계직원 격려 피자 구입,피자에땅,17,79200,카드,,
2017-06-28,시정운영 관련 시 방문 내방객 등 제공 기념품 구입,민속문화예술원,200,4000000,카드,,
2017-06-28,인천경영포럼 운영위원회 행사 관계직원 격려 오찬,플러스앤시스템,2,12000,카드,,
2017-06-29,상근 소속직원 경조사비 지출(이상은),,1,50000,현금,,
2017-06-29,2017년 상반기 공무원 노사 합동 워크숍 만찬,항구식당,32,979000,카드,,
2017-06-30,민선6기 3주년 성과 간부공무원 간담 준비 관계직원 격려 오찬,옥가미추어탕,10,81000,카드,,
2017-06-30,2017년 상반기 퇴임식 축하공연단 격려 오찬,명동보리밥,17,136000,카드,,
2017-06-30,퇴임공무원 및 퇴임식 준비 공무원 노고 격려,식객,52,893000,카드,,
2017-06-30,민선6기 4년 시정방향에 대한 논의 간부공무원 만찬 간담,태호네횟집,36,1290000,카드,,
2017-06-30,시민행복 일자리 찾기 현장체험 준비 관계직원 격려 피자,피자에땅,19,89700,카드,,
2017-06-30,2017년 보충(수시)인사작업 등 관계직원 격려 만찬,방지연,10,224000,카드,,
,,,,,,,
2017-05-01,상근 소속직원 경조사비 지출,,1,50000,현금,,
2017-05-01,노사관계 발전을 위한 공무원노조 임원진 만찬 간담,김부자집,14,248000,카드,,
2017-05-03,종교행사 관련 관계직원 격려 간담,향수경양식,20,187000,카드,,
2017-05-04,소통`공감의 장 마련을 위한 신규 소방직원 격려 오찬 간담,미림출장부페,80,1350000,카드,,
2017-05-04,상근 소속직원 경조사비 지출,,6,350000,현금,,
2017-05-04,소통`공감의 장 운영 등 추진 관계직원 격려 만찬,김부자집,5,66000,카드,,
2017-05-08,상근직원 사망 위로금,,1,1000000,현금,,
2017-05-08,2017 환경주권 정착화 추진 관계직원 격려 오찬,초원에서,15,300000,카드,,
